Regions,Districts,Rainfall,Vegetation cover (NDVI),Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB),New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,date
Togdheer,Owdweyne,41.64,0.16,,,,,,,,,,,0,0,,0,,,,,0,01-Oct-2015
Togdheer,Sheikh,42.29,0.21,,,,,,,,,,,1,0,,0,,,,,0,01-Oct-2015
Sool,Laas Caanood,71.47,0.17,31250,,,14500,1225000,150000,84,10,4514375,,3,0,,0,2,0,0 - 100,,2,01-Oct-2015
Sool,Caynabo,55.57,0.15,,,,,,,,,,,0,0,,0,,,,,0,01-Oct-2015
Sool,Taleex,17.02,0.14,,,,,,,,,,,0,0,,0,,,,,0,01-Oct-2015
Sool,Xudun,33.66,0.14,70000,20000,,16000,1112500,106667,56,6,,,2,0,,0,1,0,,,1,01-Oct-2015
Sanaag,Ceerigaabo,15.51,0.14,40000,,,15000,780000,130000,52,9,4882045,,0,0,,0,3,0,,,1,01-Oct-2015
Sanaag,Ceel Afweyn,27.89,0.14,43750,16250,,15750,1070000,130000,66,8,,,6,0,,0,1,0,,,1,01-Oct-2015
Sanaag,Laasqoray,12.18,0.17,,,,,,,,,,,,,,,,,,,0,01-Oct-2015
Bari,Bossaso,11.92,0.16,10000,22750,,13250,1600000,100000,121,8,3996753,,4,0,,23,1,4,0 - 100,0 - 100,3,01-Oct-2015
Bari,Bandarbeyla,13.13,0.14,20000,,,16000,1375000,120000,86,8,4188315,,0,0,,0,,,,,0,01-Oct-2015
Bari,Caluula,3.58,0.17,20000,,,20000,1425000,200000,71,10,4221815,,,,,,,,,,0,01-Oct-2015
Bari,Iskushuban,4.91,0.14,30000,,,16000,1325000,125000,83,8,4220815,,2,0,,0,,,,,2,01-Oct-2015
Bari,Qandala,11.7,0.18,,,,,,,,,,,,,,,1,1,,,2,01-Oct-2015
Bari,Qardho,14.59,0.14,,,,,,,,,,,2,0,,0,,,,,1,01-Oct-2015
Nugaal,Garoowe,49.44,0.15,4000,22000,21000,14000,1267500,145000,91,10,3911500,,3,0,,0,,,,,3,01-Oct-2015
Nugaal,Burtinle,64.46,0.18,30000,19000,,14750,1410000,100000,74,6,,,1,0,,0,,,,,1,01-Oct-2015
Nugaal,Eyl,44.26,0.17,30000,25000,,17000,1240000,125000,50,5,,,0,0,,0,,,,,0,01-Oct-2015
Mudug,Gaalkacyo,88.21,0.18,20000,10000,14000,16000,1250000,120000,78,8,2974375,,0,0,,0,3,2,100 - 200,0 - 100,3,01-Oct-2015
Mudug,Galdogob,82.01,0.17,,,,,,,,,,,0,0,,0,,,,,0,01-Oct-2015
Mudug,Hobyo,80.45,0.16,20000,,,18000,1237500,30000,,,,,,,,,2,0,0 - 100,,0,01-Oct-2015
Mudug,Jariiban,51.52,0.17,20000,23000,,17000,1392500,100000,61,5,,,0,0,,0,,,,,1,01-Oct-2015
Mudug,Xarardheere,27.37,0.21,14000,,10000,16000,930000,50000,58,3,1824950,,,,,,,,,,1,01-Oct-2015
Galgaduud,Dhuusamarreeb,126,0.2,25000,14000,16000,20000,850000,100000,43,5,3416500,,0,0,,131,2,0,0 - 100,,2,01-Oct-2015
Galgaduud,Cabudwaaq,137,0.19,15000,8000,10000,18000,1200000,90000,67,5,2466750,,,,,,1,1,,,2,01-Oct-2015
Galgaduud,Cadaado,84.4,0.19,,,,,,,,,,,0,0,,133,2,11,,,2,01-Oct-2015
Galgaduud,Ceel Buur,96.49,0.24,,,,,,,,,,,0,0,,0,3,6,,,2,01-Oct-2015
Galgaduud,Ceel Dheer,93.41,0.24,16000,11000,16000,14000,800000,100000,57,7,2661000,,0,0,,133,1,1,,,5,01-Oct-2015
Hiraan,Belet Weyne,160,0.23,20000,12500,9000,14000,1000000,125000,80,10,2161000,,19,3,,125,8,27,,,6,01-Oct-2015
Hiraan,Bulo Burto,157,0.29,30000,12000,13200,20000,840000,80000,70,7,2392500,,0,0,,0,5,7,,,2,01-Oct-2015
Hiraan,Jalalaqsi,173,0.27,10000,8000,7000,17200,1020000,76000,128,10,,,0,0,,0,2,1,,,2,01-Oct-2015
Middle Shabelle,Jowhar,142,0.28,16000,9333,6600,14000,1250000,100000,189,15,2123435,,4,104,,9,2,0,0 - 100,,3,01-Oct-2015
Middle Shabelle,Adan Yabaal,93.37,0.29,12000,20000,,25000,1000000,30000,,,3756500,,,,,,,,,,0,01-Oct-2015
Middle Shabelle,Balcad,93.53,0.27,,9333,6600,15000,1150000,32500,174,5,,,1,5,,62,1,1,0 - 100,,2,01-Oct-2015
Middle Shabelle,Cadale,97.37,0.26,30000,9000,10000,15000,450000,65000,45,7,,,,,,,,,,,1,01-Oct-2015
Banadir,Mogadishu,45.87,,,6000,8000,12000,1650000,167500,206,21,2062913,,,,,,32,17,200 - 300,0 - 100,5,01-Oct-2015
Lower Shabelle,Marka,17.94,0.4,28250,8000,5650,14000,1950000,65000,345,12,2025250,,15,0,,171,18,26,0 - 100,,3,01-Oct-2015
Lower Shabelle,Afgooye,81.52,0.27,20000,7000,8334,12000,1700000,100000,204,12,1875000,,2,0,,295,9,19,,,4,01-Oct-2015
Lower Shabelle,Baraawe,24.9,0.39,20000,5500,4700,13250,725000,40000,154,9,,,35,0,,12,1,0,,,3,01-Oct-2015
Lower Shabelle,Kurtunwaarey,64.41,0.49,30000,12000,4200,17000,1327500,45000,316,11,,,9,0,,49,,,0 - 100,,1,01-Oct-2015
Lower Shabelle,Qoryooley,72.06,0.44,15000,7750,4125,15000,975000,96000,236,23,0,,0,0,,0,1,0,,,2,01-Oct-2015
Lower Shabelle,Sablaale,67.94,0.55,,,,,,,,,,,0,0,,0,,,,,0,01-Oct-2015
Lower Shabelle,Wanla Weyn,149,0.29,10000,8000,8000,12000,1175000,75000,147,9,2014488,,1,0,,19,,,,,2,01-Oct-2015
Bay,Baydhaba,190,0.37,26250,5950,5750,14000,1245000,100000,209,17,1898313,,,,,,6,1,500 - 600,0 - 100,4,01-Oct-2015
Bay,Buur Hakaba,132,0.4,20000,3000,6500,14000,1250000,85000,417,29,,,0,0,,0,,,0 - 100,,0,01-Oct-2015
Bay,Diinsoor,106,0.38,40000,5050,6750,21000,875000,60000,173,12,2154750,,,,,,5,37,0 - 100,,4,01-Oct-2015
Bay,Qansax Dheere,154,0.32,20000,5250,6250,18000,1292500,85000,246,16,1870375,,2,0,,0,7,14,0 - 100,0 - 100,5,01-Oct-2015
Bakool,Xudur,197,0.29,18500,8250,10875,19000,862500,67500,105,8,2488500,,6,0,,37,2,3,,,5,01-Oct-2015
Bakool,Ceel Barde,166,0.28,25000,12000,,24500,687500,22500,57,2,2139563,,0,0,,0,,,,,3,01-Oct-2015
Bakool,Tayeeglow,147,0.38,20000,7000,8000,17750,865000,31250,124,5,,,10,0,,22,,,0 - 100,,2,01-Oct-2015
Bakool,Waajid,188,0.29,,6000,6000,22000,1150000,26250,192,4,1549000,,0,0,,1,,,0 - 100,,0,01-Oct-2015
Bakool,Rab Dhuure,145,0.17,,,,,,,,,,,,,,,,,0 - 100,,0,01-Oct-2015
Gedo,Garbahaarey,136,0.26,,,,,,,,,,,0,0,,0,4,16,,,2,01-Oct-2015
Gedo,Baardheere,104,0.3,7000,7750,8000,16750,812500,100000,105,13,2074063,,,,,,5,31,0 - 100,,4,01-Oct-2015
Gedo,Belet Xaawo,99.37,0.24,23000,13000,,20000,931750,200000,72,15,3212750,,0,0,,15,1,2,0 - 100,0 - 100,3,01-Oct-2015
Gedo,Ceel Waaq,94.67,0.29,14000,11000,13750,17750,825000,100000,75,9,2683375,,0,0,,5,,,0 - 100,,3,01-Oct-2015
Gedo,Doolow,63.95,0.18,25000,10000,11500,20000,1000000,166750,100,17,,,0,0,,27,,,100 - 100,,1,01-Oct-2015
Gedo,Luuq,114,0.2,15000,9250,11500,20000,900000,175000,97,19,2499500,,0,0,,12,3,5,0 - 100,0 - 100,6,01-Oct-2015
Middle Juba,Bu'aale,71.81,0.48,30000,,6600,16250,852500,77500,129,12,2146750,,0,0,,0,,,0 - 100,,1,01-Oct-2015
Middle Juba,Jilib,34.44,0.45,30000,,5000,15250,835000,83333,167,17,2257438,,3,0,,44,1,2,0 - 100,,4,01-Oct-2015
Middle Juba,Saakow,95.34,0.3,30000,,6800,15500,675000,77500,99,11,2089875,,,,,,,,100 - 200,,4,01-Oct-2015
Lower Juba,Kismaayo,30.29,0.37,70000,,8000,14000,1000000,150000,125,19,2928250,,6,25,,114,7,40,0 - 100,0 - 100,7,01-Oct-2015
Lower Juba,Afmadow,73.45,0.34,25000,8000,11000,18000,875000,70000,80,6,2158167,,0,0,,15,2,5,100 - 200,0 - 100,5,01-Oct-2015
Lower Juba,Badhaadhe,37.98,0.42,,,,,,,,,,,1,0,,13,1,10,0 - 100,0 - 100,2,01-Oct-2015
Lower Juba,Jamaame,19.89,0.38,10000,,4900,14000,660000,130000,135,27,1935750,,2,1,,22,,,100 - 200,,5,01-Oct-2015
Awdal,Borama,10.3,0.17,4000,3100,4000,4500,430000,65000,96,14,985575,,2,0,,1,2,0,0 - 100,,4,01-Nov-2015
Awdal,Baki,14.68,0.14,,,,,,,,,,,0,0,,0,,,,,0,01-Nov-2015
Awdal,Lughaye,13.15,0.1,3000,4100,4000,6000,255000,35000,62,9,,,0,0,,0,2,0,,,0,01-Nov-2015
Awdal,Zeylac,16.64,0.09,4500,5700,5000,5450,547500,67500,100,12,1015938,,4,0,,0,2,0,,,6,01-Nov-2015
Woqooyi Galbeed,Hargeysa,15.98,0,11000,4000,4500,5000,330000,50000,66,10,1012703,,0,0,,0,,,200 - 300,,6,01-Nov-2015
Woqooyi Galbeed,Berbera,29.45,0.12,,,,,,,,,,,3,0,,0,,,0 - 100,,1,01-Nov-2015
Woqooyi Galbeed,Gebiley,12.37,0.19,10500,3400,,5000,328750,75000,66,15,,,0,0,,13,,,,,2,01-Nov-2015
Togdheer,Burco,16.69,0.22,5000,4000,4000,5000,325000,36000,65,7,1069330,,6,0,,0,,,,,1,01-Nov-2015
Togdheer,Buuhoodle,21.92,0.34,,,,,,,,,,,0,0,,0,,,,,0,01-Nov-2015
Togdheer,Owdweyne,15.89,0.2,,,,,,,,,,,0,0,,0,,,,,0,01-Nov-2015
Togdheer,Sheikh,29.47,0.25,,,,,,,,,,,1,0,,0,,,,,0,01-Nov-2015
Sool,Laas Caanood,8.77,0.23,30000,,,14250,1175000,150000,82,11,4540875,,0,0,,0,4,2,0 - 100,,3,01-Nov-2015
Sool,Caynabo,14.2,0.19,,,,,,,,,,,0,0,,0,,,,,0,01-Nov-2015
Sool,Taleex,5.55,0.15,,,,,,,,,,,0,0,,1,,,,,0,01-Nov-2015
Sool,Xudun,10.36,0.17,90000,20000,,16000,1012500,100000,51,5,,,4,0,,0,,,,,2,01-Nov-2015
Sanaag,Ceerigaabo,6.91,0.14,40000,,,15250,725000,128750,48,8,4927183,,0,0,,0,4,1,,,3,01-Nov-2015
Sanaag,Ceel Afweyn,12.05,0.16,32500,16500,,16000,925000,130000,56,8,,,0,0,,0,1,0,,,1,01-Nov-2015
Sanaag,Laasqoray,4.42,0.16,,,,,,,,,,,,,,,,,,,0,01-Nov-2015
Bari,Bossaso,4.34,0.16,10000,23000,,14000,1525000,100000,109,7,3990720,,0,1,,114,4,6,0 - 100,0 - 100,2,01-Nov-2015
Bari,Bandarbeyla,9.54,0.15,20000,,,17500,1312500,120000,75,7,4172720,,0,0,,0,,,,,0,01-Nov-2015
Bari,Caluula,37.55,0.19,47500,,,20000,1375000,200000,69,10,4437470,,,,,,,,,,1,01-Nov-2015
Bari,Iskushuban,13.26,0.14,30000,,,16000,1300000,125000,81,8,4194220,,0,0,,0,,,,,1,01-Nov-2015
Bari,Qandala,7.98,0.18,,,,,,,,,,,,,,,,,,,0,01-Nov-2015
Bari,Qardho,4.33,0.14,,,,,,,,,,,1,0,,0,,,0 - 100,0 - 100,0,01-Nov-2015
Nugaal,Garoowe,5.06,0.16,4000,22750,22000,14000,1320000,133750,94,10,3951500,,1,0,,0,4,2,,,4,01-Nov-2015
Nugaal,Burtinle,6.49,0.25,25000,20000,,14250,1347500,100000,67,5,,,1,0,,0,,,,0 - 100,1,01-Nov-2015
Nugaal,Eyl,10.27,0.19,30000,26000,,17250,1237000,125000,48,5,,,0,0,,0,,,,,0,01-Nov-2015
Mudug,Gaalkacyo,12.35,0.25,20000,10000,14000,16500,1250000,120000,76,7,2986500,,2,0,,3,7,31,0 - 100,0 - 100,4,01-Nov-2015
Mudug,Galdogob,18.62,0.26,,,,,,,,,,,2,0,,0,,,,0 - 100,1,01-Nov-2015
Mudug,Hobyo,11.23,0.23,20000,,,18000,1200000,150000,,,,,,,,,,,,,0,01-Nov-2015
Mudug,Jariiban,8.72,0.24,20000,22000,,17000,1417500,100000,64,5,,,2,0,,0,,,,,2,01-Nov-2015
Mudug,Xarardheere,16.57,0.34,14000,,10000,16000,960000,50000,60,3,1804450,,,,,,2,7,,,3,01-Nov-2015
Galgaduud,Dhuusamarreeb,34.91,0.3,25000,14000,16000,19000,850000,100000,45,5,3401250,,0,8,,113,,,0 - 100,,2,01-Nov-2015
Galgaduud,Cabudwaaq,25.3,0.28,15000,8000,10000,19000,1200000,90000,63,5,2478500,,,,,,2,3,,,2,01-Nov-2015
Galgaduud,Cadaado,20.01,0.24,,,,,,,,,,,0,5,,113,2,2,,,2,01-Nov-2015
Galgaduud,Ceel Buur,39.47,0.38,,,,,,,,,,,0,0,,0,1,10,,,2,01-Nov-2015
Galgaduud,Ceel Dheer,50.99,0.41,16000,11000,16000,14800,760000,100000,51,7,2723800,,0,10,,117,1,10,,,5,01-Nov-2015
Hiraan,Belet Weyne,40.12,0.42,20000,14500,9000,14000,950000,131250,66,9,2268000,,19,0,,163,2,1,,,6,01-Nov-2015
Hiraan,Bulo Burto,72.22,0.53,30000,12000,12000,20000,900000,100000,75,8,2519500,,0,0,,0,9,33,,,2,01-Nov-2015
Hiraan,Jalalaqsi,96.68,0.52,10000,8000,7000,18000,950000,72500,119,10,,,0,0,,0,,,,,0,01-Nov-2015
Middle Shabelle,Jowhar,112,0.57,16000,9333,5900,13000,1380000,100000,234,17,2137985,,4,74,,18,2,1,0 - 100,,5,01-Nov-2015
Middle Shabelle,Adan Yabaal,78.11,0.5,12000,20000,,23000,1000000,30000,,,3719000,,,,,,,,,,1,01-Nov-2015
Middle Shabelle,Balcad,124,0.47,,8000,6600,14000,1100000,27500,167,5,,,7,0,,56,3,12,,,3,01-Nov-2015
Middle Shabelle,Cadale,90.24,0.48,30000,9000,10000,15000,800000,70000,80,7,,,,,,,,,,,0,01-Nov-2015
Banadir,Mogadishu,108,,,6000,8600,12000,1975000,167500,230,19,2036038,,,,,,41,105,100 - 200,0 - 100,5,01-Nov-2015
Lower Shabelle,Marka,33.65,0.38,28750,8000,5900,14000,1935000,70000,328,12,2037375,,18,0,,224,16,49,0 - 100,,3,01-Nov-2015
Lower Shabelle,Afgooye,96.64,0.48,25000,7667,6333,12000,1350000,100000,213,16,2056865,,1,0,,395,9,6,,,3,01-Nov-2015
Lower Shabelle,Baraawe,30.63,0.32,25000,5250,5650,14750,662500,40000,117,8,,,14,0,,12,2,5,,,6,01-Nov-2015
Lower Shabelle,Kurtunwaarey,69.03,0.63,20000,12000,4600,15000,1315000,52500,286,12,,,8,0,,27,,,0 - 100,0 - 100,1,01-Nov-2015
Lower Shabelle,Qoryooley,74.89,0.64,15000,8000,4150,15000,987500,96000,238,23,0,,0,0,,0,1,10,,,3,01-Nov-2015
Lower Shabelle,Sablaale,90.63,0.66,,,,,,,,,,,0,0,,0,,,,,0,01-Nov-2015
Lower Shabelle,Wanla Weyn,117,0.56,10000,8000,8000,13000,1195000,110000,149,14,2033740,,0,5,,33,4,75,,,5,01-Nov-2015
Bay,Baydhaba,70.67,0.61,20000,5800,5900,14000,982500,105000,169,18,1813375,,,,,,5,8,200 - 300,0 - 100,5,01-Nov-2015
Bay,Buur Hakaba,90.27,0.61,20000,3000,6000,14000,1250000,87500,417,30,,,0,0,,1,1,0,,,0,01-Nov-2015
Bay,Diinsoor,105,0.61,25000,4750,6500,21000,742500,62500,156,13,2016250,,,,,,,,,,3,01-Nov-2015
Bay,Qansax Dheere,63.46,0.54,20000,5500,6000,17000,1097500,87500,200,16,1835250,,1,0,,19,3,2,,,5,01-Nov-2015
Bakool,Xudur,30.43,0.51,20000,9500,13500,19500,837500,87500,88,9,2601250,,0,0,,25,,,0 - 100,,4,01-Nov-2015
Bakool,Ceel Barde,34.04,0.5,20000,,,24750,700000,27500,,,2108000,,0,0,,0,,,,,1,01-Nov-2015
Bakool,Tayeeglow,59.25,0.63,15000,7000,8000,19500,765000,40000,109,6,,,0,0,,37,,,0 - 100,,1,01-Nov-2015
Bakool,Waajid,36.53,0.54,,5000,7000,18500,912500,36250,183,7,1415750,,1,0,,0,3,2,0 - 100,,2,01-Nov-2015
Bakool,Rab Dhuure,27.14,0.33,,,,,,,,,,,,,,,1,1,0 - 100,,2,01-Nov-2015
Gedo,Garbahaarey,55.63,0.47,,,,,,,,,,,0,0,,0,2,1,,,2,01-Nov-2015
Gedo,Baardheere,106,0.49,7000,8000,8000,16000,775000,105000,97,13,2155500,,,,,,2,9,,0 - 100,4,01-Nov-2015
Gedo,Belet Xaawo,55.56,0.41,23000,13000,,20000,952500,211750,73,16,3229000,,0,0,,17,2,7,,,2,01-Nov-2015
Gedo,Ceel Waaq,69.19,0.49,14000,12250,14500,17500,855000,108750,70,9,2823125,,0,0,,3,,,0 - 100,0 - 100,6,01-Nov-2015
Gedo,Doolow,48.37,0.29,41250,10000,12000,20000,1000000,157500,100,16,,,0,0,,42,,,0 - 100,,1,01-Nov-2015
Gedo,Luuq,40.38,0.36,15000,10000,12000,20000,875000,175000,88,18,2595313,,0,0,,33,,,0 - 100,0 - 100,3,01-Nov-2015
Middle Juba,Bu'aale,136,0.6,30000,,7800,17000,912500,75000,117,10,2128750,,0,0,,0,4,21,0 - 100,0 - 100,4,01-Nov-2015
Middle Juba,Jilib,83.18,0.56,30000,,6625,16000,990000,76250,149,12,2265063,,4,0,,34,,,0 - 100,,2,01-Nov-2015
Middle Juba,Saakow,117,0.48,30000,,7125,16750,737500,67500,104,9,2140625,,,,,,1,5,0 - 100,,6,01-Nov-2015
Lower Juba,Kismaayo,94.52,0.55,70000,,9000,14000,1200000,150000,133,17,2801500,,10,0,,101,5,38,0 - 100,0 - 100,7,01-Nov-2015
Lower Juba,Afmadow,171,0.5,26000,7000,10600,18000,918000,72000,87,7,2079917,,0,0,,15,3,0,0 - 100,0 - 100,0,01-Nov-2015
Lower Juba,Badhaadhe,164,0.59,,,,,,,,,,,0,0,,13,1,9,0 - 100,,2,01-Nov-2015
Lower Juba,Jamaame,38.02,0.35,10000,,5300,14000,941000,110800,178,21,1875040,,1,0,,22,,,0 - 100,,2,01-Nov-2015
Awdal,Borama,4.4,0.17,4000,3500,4000,4500,370000,61600,82,14,1050325,,0,0,,7,3,0,,,5,01-Dec-2015
Awdal,Baki,5.78,0.15,,,,,,,,,,,0,0,,0,,,,,0,01-Dec-2015
Awdal,Lughaye,7.72,0.13,5000,4500,,6000,200000,40000,44,9,,,0,0,,0,1,0,,,0,01-Dec-2015
Awdal,Zeylac,8.97,0.09,4500,5725,4500,7050,512500,77500,73,11,944588,,3,0,,3,,,,,7,01-Dec-2015
Woqooyi Galbeed,Hargeysa,1.58,0,11000,3500,4000,5000,325000,50000,65,10,1013690,,0,0,,0,3,0,200 - 300,,4,01-Dec-2015
Woqooyi Galbeed,Berbera,8.14,0.13,,,,,,,,,,,4,0,,2,2,1,0 - 100,,3,01-Dec-2015
Woqooyi Galbeed,Gebiley,2.11,0.18,10000,2850,3500,5000,310750,70000,62,14,,,0,0,,1,,,,,1,01-Dec-2015
Togdheer,Burco,2.12,0.23,5000,4000,4000,5000,315000,35000,63,7,1049330,,3,0,,0,,,,,1,01-Dec-2015
Togdheer,Buuhoodle,3.52,0.33,,,,,,,,,,,0,0,,0,2,1,0 - 100,,2,01-Dec-2015
Togdheer,Owdweyne,2.75,0.2,,,,,,,,,,,0,0,,0,,,,,0,01-Dec-2015
Togdheer,Sheikh,8.73,0.27,,,,,,,,,,,0,0,,0,,,,,0,01-Dec-2015
Sool,Laas Caanood,1.93,0.2,37500,,,14000,1175000,150000,84,11,4694750,,5,0,,1,3,2,0 - 100,,4,01-Dec-2015
Sool,Caynabo,2.06,0.19,,,,,,,,,,,0,0,,0,,,,,0,01-Dec-2015
Sool,Taleex,0.42,0.16,,,,,,,,,,,0,0,,1,1,0,,,0,01-Dec-2015
Sool,Xudun,1.92,0.16,100000,20000,,16250,1037500,100000,52,5,,,0,0,,0,,,,,0,01-Dec-2015
Sanaag,Ceerigaabo,2.66,0.15,40000,,,17250,750000,127500,43,7,5097375,,0,0,,1,2,0,,,1,01-Dec-2015
